url,title,company,tags,description
https://remoteok.com/remote-jobs/remote-software-engineer-jump-1128885,Software Engineer,Jump,"Engineer, Backend, Front End, Full Stack, Developer, SaaS","Jump jumpapp.com Apply now Share this job: Get a rok.co short link Jump is hiring a Remote Software Engineer Global Remote Who are we? Hey there! We are Jumpapp.com , AI for Financial Advisors. Jump’s mission is to empower financial advisors, firms, and clients to thrive in the age of AI with smarter workflows, deeper insights, and enterprise-grade security and compliance. Jump leads its category in market share, customer satisfaction, and analyst rankings, and is rapidly growing Jump was launched in 2023 by repeat entrepreneurs and is led by a team with backgrounds from Harvard, Stanford, Google, Snowflake, Bill.com , JPMorgan, Fidelity, Bain, EY, Bain Capital Ventures, Auditboard, Nitrogen, and more. What is the job? To succeed in this role, you should have at least 6 years of professional software engineering experience . The details of your tech background don’t matter as much as your ability to approach problems with curiosity and good judgment. We want people who can adjust when priorities shift and who see every new challenge as a chance to learn. Just as importantly, we value clear and respectful communication — the kind that involves both listening to feedback and offering it thoughtfully to help the whole team grow. In our culture, setbacks aren’t about blame, they’re about collaboration, problem-solving, and moving forward together. If you don't have experience with everything in our tech stack still apply! We are willing to teach the right candidates and get them up to speed. Our tech stack is Elixir, Liveview, Postgres, Github, k8s & Terraform on Google Cloud. This role pays $30-$60/hr and is for global software engineering contractors. You can work any hours from anywhere. Our code is clean, well tested, well architected and fun to work in. You’ll love how quickly you can ship stuff! What is the hiring process? We have a 3 step hiring process and it takes about a week. First, you'll submit your application. Second, you’ll be invited to either a 48 or 72 hour challenge to build an app. Everyone who successfully completes this challenge before the deadline will be paid $3,000! Finally, if your code looks good, our final step is a short chat with our CTO. You can and should use AI to help you create this app. We are all in on the use AI and want someone who can make the most of it! Our Culture We have a rigorous hiring process yet a kind and encouraging culture. We hire for a mix of experience, aptitude & attitude. We are a family-first company, so we work smart and hard but not round the clock at the expense of family. Other info: We buy the subscriptions you need ( Cursor.ai , ChatGPT, etc) We’re a small and efficient dev team We’re growing gangbusters. All revenue-backed, super low churn. Raised a $20M Series-A $30-$60/hour depending on experience HQ based in SLC, Utah You can work any hours from anywhere Please mention the word EXQUISITE when applying to show you read the job post completely (#RMTc4LjE5Ny4yMTAuNjQ=). This is a feature to avoid fake spam applicants. Companies can search these words to find applicants that read this and instantly see they're human. Salary and compensation $60,000 — $120,000/year Benefits ⏰ Async 📚 Learning budget"
https://remoteok.com/remote-jobs/remote-senior-full-stack-developer-lemon-io-1128943,Senior Full stack Developer,Lemon.io,"Engineer, Senior, Full Time, Full Stack, JavaScript, Node, React, Python, Pyton, Django, AWS, Typescript, Developer","Lemon.io lemon.io Apply now Share this job: Get a rok.co short link Lemon.io is hiring a Remote Senior Full stack Developer Are you a talented Senior Developer looking for a remote job that lets you show your skills and get decent compensation? Look no further than Lemon.io — the marketplace that connects you with hand-picked startups in the US and Europe. What we offer: The rate depends on your seniority level, skills and experience. We've already paid out over $11M to our engineers. No more hunting for clients or negotiating rates — let us handle the business side of things so you can focus on what you do best. We'll manually find the best project for you according to your skills and preferences. Choose a schedule that works best for you. It’s possible to communicate async or minimally overlap within team working hours. We respect your seniority so you can expect no micromanagement or screen trackers. Communicate directly with the clients. Most of them have technical backgrounds. Sounds good, yeah? We will support you from the time you submit the application throughout all cooperation stages. Most of our projects involve working in a fast-paced startup environment. We hope you like it as much as we do. Through our community, we will connect you with the best developers from more than 50 countries. We have a large number of Senior Full-Stack positions, and we currently have an urgent request for Senior React & Node Developers for a short (2–3 month) project. It’s a massive opportunity, as they are one of the fastest-growing YC companies in their batch. Requirements for the Senior React & Python Position: 4+ years of software development experience. 3+ years of commercial experience with React.js and Python. Experience with AWS, GCP, or Azure is required. Experience with Next.js, Node.js, Django, TypeScript, or AI is a strong plus. Requirements for the Senior Node & React Position: 5+ years of software development experience. 5+ years of commercial experience with React.js and Node.js. Expertise in Next, TypeScript, and AWS, or in Next, Tailwind, and SQL, is a must. Other requirements: Strong technical skills: as a Senior Developer, you are expected to be able to create projects from scratch and have a deep understanding of application architecture. Clear and effective communication in English — advanced ability to discuss business tasks, justify decisions, and communicate issues. Good self-presentation is also essential for upcoming client calls. Strong self-organizational skills — ability to work full-time remotely with no supervision. Reliability — we want to trust you and expect that you won’t let us and the client down. Adaptability and Flexibility — the ability to onboard the project promptly after accepting it and start delivering results quickly. Sounds good for you? Apply now and join the Lemon.io community! NOT YOUR TECH STACK? We have multiple projects available for Senior Developers. If you have 4+ years of commercial software development experience and are proficient in any of the following areas: Node & Python, Swift & SwiftUI, Unreal Engine, Data Engineering, WordPress, Svelte & TypeScript, Svelte & Node, Svelte & Python, Golang, Shopify & JavaScript, PHP & Vue, Rust, MLOps, React Native & Node, PHP & Angular, PHP & React, Blockchain, or Data Analysis — we’d be happy to connect and match you with a suitable project. If your experience matches our requirements, be ready for the next steps: VideoAsk — watch a short video about our startup, up to 10 minutes Complete your profile on our website 30-minute screening call Technical interview Feedback Magic Box (we are looking for the best project for you). We do not provide visa assistance, and our cooperation model does not include the benefits typically offered with direct hire. P.S. We work with developers from 50+ countries in different regions: Europe, LATAM, the U.S (if you are an owner of W-9 ben form), Canada, Asia (Japan, Singapore, South Korea, Philippines, Indonesia), Oceania (Australia, New Zealand, Papua New Guinea), and the the UK. However, we have some exceptions. At the moment, we don’t have a legal basis to accept applicants from the following countries: European: Iceland, Liechtenstein, Kosovo, Belarus, Russia, and Serbia. Latin America: Cuba and Nicaragua Most Asian countries and Africa. We expand and shorten the list of exemptions regularly. Do you represent a company with engineers who match the description and want to collaborate with us through staff augmentation? Then register here . Please mention the word WONDERFULLY when applying to show you read the job post completely (#RMjAwMTo4ZTA6Mzg4MjplYTAxOmU5NGU6MmIxNjo4MzIyOmU0MzY=). This is a feature to avoid fake spam applicants. Companies can search these words to find applicants that read this and instantly see they're human. Salary and compensation $70,000 — $210,000/year Benefits 🌎 Distributed team ⏰ Async 🚫 No politics at work 🎅 We hire old (and young)"
https://remoteok.com/remote-jobs/remote-spokesperson-community-host-labs-ai-1128937,Spokesperson & Community Host,labs Ai,"Marketing, Edu, Customer Support, Executive","labs Ai Apply now Share this job: labs Ai is hiring a Remote Spokesperson & Community Host *Company: Labs AI *Location:* Worldwide (Remote) *Type:* Full-time / Part-time / Contract *Start Date: Immediate About Labs AI *Labs AI* is a forward-thinking blockchain innovation lab building the next generation of decentralized ecosystems. Our mission is to merge ""AI automation with crypto, blockchain, and perpetual DEX technology"" — powering transparency, yield, and scalability in the decentralized world. We’re building a global movement of innovators, traders, and creators — and we’re looking for a confident, well-spoken ""Spokesperson & Community Host"" to become the voice and face of our brand. # **Role Overview** As our ""Spokesperson & Community Host"", you’ll represent *Labs AI* in online meetings, Twitter Spaces, AMAs, and live community events. You’ll communicate our mission, vision, and ecosystem updates directly to the public — building trust, engagement, and excitement around our perpetual DEX and blockchain products. # **Key Responsibilities** * Host *live online sessions* (Zoom / Google Meet / Twitter Spaces) with global audiences. * Conduct and moderate *AMAs*, product briefings, and community updates. * Present *Labs AI’s ecosystem*, token utilities, and DeFi innovations in an easy-to-understand, engaging manner. * Collaborate with the marketing and product teams to develop *talking points, scripts, and visuals* for community outreach. * Represent the company in **public virtual panels, podcasts, and community partnerships**. * Gather community feedback, answer live questions, and provide insights to the internal team. * Build enthusiasm, trust, and long-term relationships with the crypto community. # **Required Skills & Experience** * Strong communication and on-camera presence. * Proven experience hosting webinars, AMAs, or community events (Twitter Spaces, Discord, YouTube, or Zoom). * Clear understanding of **crypto, blockchain, DeFi, and perpetual DEX** concepts. * Ability to simplify technical ideas into accessible language for a general audience. * Fluent in English; additional languages are a plus. * Confident, positive personality with a professional and inspiring delivery style. * Experience working remotely and independently across multiple time zones. # **Preferred Qualifications** * 1+ years in community management, PR, or brand representation roles. * Experience in Web3, crypto exchanges, or decentralized platforms. * Familiarity with live streaming tools (OBS, StreamYard, etc.). * Previous appearances in AMAs, Twitter Spaces, or blockchain events. # **What We Offer** * 100% remote work — flexible hours. * Opportunity to **become the public voice of a fast-growing blockchain brand**. * Competitive pay (base + bonuses based on performance and engagement). * Early access to our ecosystem, token benefits, and community rewards. A chance to grow your personal brand in the **Web3 and DeFi space**. # **Equal Opportunity** **Labs AI** is an equal-opportunity organization. We welcome applicants from all backgrounds, nationalities, and experience levels, united by one passion — building the decentralized future. Please mention the word BLOSSOM when applying to show you read the job post completely (#RMjEzLjU1LjE4Ni4xODg=). This is a feature to avoid fake spam applicants. Companies can search these words to find applicants that read this and instantly see they're human. Salary and compensation $30,000 — $50,000/year"
https://remoteok.com/remote-jobs/remote-software-engineer-jump-1128885,Software Engineer,Jump,"Engineer, AI, Backend, Front End, Full Stack, Developer, SaaS","Jump jumpapp.com Apply now Share this job: Get a rok.co short link Jump is hiring a Remote Software Engineer Global Remote Who are we? Hey there! We are Jumpapp.com , AI for Financial Advisors. Jump’s mission is to empower financial advisors, firms, and clients to thrive in the age of AI with smarter workflows, deeper insights, and enterprise-grade security and compliance. Jump leads its category in market share, customer satisfaction, and analyst rankings, and is rapidly growing Jump was launched in 2023 by repeat entrepreneurs and is led by a team with backgrounds from Harvard, Stanford, Google, Snowflake, Bill.com , JPMorgan, Fidelity, Bain, EY, Bain Capital Ventures, Auditboard, Nitrogen, and more. What is the job? To succeed in this role, you should have at least 6 years of professional software engineering experience . The details of your tech background don’t matter as much as your ability to approach problems with curiosity and good judgment. We want people who can adjust when priorities shift and who see every new challenge as a chance to learn. Just as importantly, we value clear and respectful communication — the kind that involves both listening to feedback and offering it thoughtfully to help the whole team grow. In our culture, setbacks aren’t about blame, they’re about collaboration, problem-solving, and moving forward together. If you don't have experience with everything in our tech stack still apply! We are willing to teach the right candidates and get them up to speed. Our tech stack is Elixir, Liveview, Postgres, Github, k8s & Terraform on Google Cloud. This role pays $30-$60/hr and is for global software engineering contractors. You can work any hours from anywhere. Our code is clean, well tested, well architected and fun to work in. You’ll love how quickly you can ship stuff! What is the hiring process? We have a 3 step hiring process and it takes about a week. First, you'll submit your application. Second, you’ll be invited to either a 48 or 72 hour challenge to build an app. Everyone who successfully completes this challenge before the deadline will be paid $3,000! Finally, if your code looks good, our final step is a short chat with our CTO. You can and should use AI to help you create this app. We are all in on the use AI and want someone who can make the most of it! Our Culture We have a rigorous hiring process yet a kind and encouraging culture. We hire for a mix of experience, aptitude & attitude. We are a family-first company, so we work smart and hard but not round the clock at the expense of family. Other info: We buy the subscriptions you need ( Cursor.ai , ChatGPT, etc) We’re a small and efficient dev team We’re growing gangbusters. All revenue-backed, super low churn. Raised a $20M Series-A $30-$60/hour depending on experience HQ based in SLC, Utah You can work any hours from anywhere Please mention the word EXQUISITE when applying to show you read the job post completely (#RMTc4LjE5Ny4yMTAuNjQ=). This is a feature to avoid fake spam applicants. Companies can search these words to find applicants that read this and instantly see they're human. Salary and compensation $60,000 — $120,000/year Benefits ⏰ Async 📚 Learning budget"
https://remoteok.com/remote-jobs/remote-coding-bootcamp-job-guaranteed-metana-1128631,Coding Bootcamp﹣Job Guaranteed,Metana,"Job or 100% Money Back, No Tech Background Needed","Metana metana.io Apply now Share this job: Get a rok.co short link Metana is hiring a Remote Coding Bootcamp﹣Job Guaranteed Elevate your career in software development with Metana’s Full Stack Software Engineer Bootcamp. Learn from seasoned industry professionals and master the latest technologies, including JavaScript, MongoBD, ExpressJS, Node.js, and React. Choose flexible scheduling options to accommodate your lifestyle Gain hands-on experience through practical projects. Build a robust portfolio that sets you apart in the job market Collaborate with peers to enhance your communication and teamwork skills. Benefit from personalized feedback and 1-on-1 mentorship Learn on a structured learning path Upskill and Land a Job in 4-Months 100% Money Back Guarantee Please mention the word GLIMMERING when applying to show you read the job post completely (#RMjAwMToxNjIwOjQyNzQ6MDo4NWIzOjU5YmY6NjM3MDo5MjE0). This is a feature to avoid fake spam applicants. Companies can search these words to find applicants that read this and instantly see they're human. Salary and compensation $40,000 — $120,000/year Benefits 🥧 Pay in crypto"
https://remoteok.com/remote-jobs/remote-product-engineer-posthog-1128992,Product Engineer,PostHog,"Full Stack, Developer, Engineer, Python, Rust, JavaScript, Typescript, React, Angular, Vue, Pyton, Django, Golang","PostHog posthog.com Apply now Share this job: PostHog is hiring a Remote Product Engineer About PostHog We're shipping every product that companies need to run their business from their first day, to the day they IPO, and beyond. The operating system for folks who build software. We started with open-source product analytics, launched out of Y Combinator's W20 cohort . We've since shipped more than a dozen products , including: A built-in data warehouse , so users can query product and customer data together using custom SQL insights. A customer data platform , so they can send their data wherever they need with ease. PostHog AI , an AI-powered analyst that answers product questions, helps users find useful session recordings, and writes custom SQL queries. Next on the roadmap are CRM, messaging, revenue analytics, and support products. When we say every product that companies need to run their business, we really mean it! We are: Product-led . More than 100,000 companies have installed PostHog, mostly driven by word-of-mouth. We have intensely strong product-market fit. Default alive . Revenue is growing 10% MoM on average, and we're very efficient. We raise money to push ambition and grow faster, not to keep the lights on. Well-funded. We've raised more than $100m from some of the world's top investors . We're set up for a long, ambitious journey. We're focused on building an awesome product for end users, hiring exceptional teammates, shipping fast, and being as weird as possible . Things we care about Transparency: Everyone can read about our roadmap, how we pay (or even let go of) people, our strategy, and how we work, in our public company handbook . Internally, we share revenue, notes and slides from board meetings, and fundraising plans, so everyone has the context they need to make good decisions. Autonomy: We don’t tell anyone what to do. Everyone chooses what to work on next based on what's going to have the biggest impact on our customers, and what they find interesting and motivating to work on. Engineers lead product teams and make product decisions . Teams are flexible and easy to change when needed. Shipping fast: Why not now? We want to build a lot of products; we can't do that shipping at a normal pace. We've built the company around small teams – autonomous, highly-efficient groups of cracked engineers who can outship much larger companies because they own their products end-to-end. Time for building: Nothing gets shipped in a meeting. We're a natively remote company. We default to async communication – PRs > Issues > Slack. Tuesdays and Thursdays are meeting-free days , and we prioritize heads down building time over perfect coordination. This will be the most productive job you've ever had. Ambition: We want to solve big problems. We strongly believe that aiming for the best possible upside, and sometimes missing, is better than never trying. We're optimistic about what's possible and our ability to get there. Being weird: Weird means redesigning an already world-class website for the 5th time. It means shipping literally every product that relates to customer data. It means building an objectively unnecessary developer toy with dubious shareholder value. Doing weird stuff is a competitive advantage. And it's fun. Who we're looking for We're hiring for a range of roles here. What you end up working on will depend on your exact skillset and preferences, so choose your own adventure. In general we seek Product Engineers who are: Enthusiastic drivers. We need proactive people that can fully own projects and get them done, and know to get help when needed. This is what being a product engineer is all about. ""Are we there yet?"" is the wrong question. Optimistic problem solvers. Things get hard here sometimes – whether it's scaling, shipping complex products, handling a stream of support requests, or trying to ship something that touches multiple teams. We need people who won't get disheartened, and will collaborate, iterate, and ship their way out of anything. Grown ups. We’re an international bunch of weirdos, but one thing unites us: everyone is kind, considerate, and professional towards each other. This isn't about age or experience , it's about being low-ego, flexible, and respectful. Genuine builders. PostHog is full of people who just love building stuff, people who would still be building software even if there wasn't a paycheck at the end. If this sounds like you, we should talk. Right now, we are also looking for: IAM specialist: You’ll design and ship core features like SAML support, new identity providers, and even our own IAM system. Start with internal tooling, then roll them out to customers. Tell us how you’d make these systems so solid that other teams can build on them without hesitation. What you'll be doing Owning products and features from beginning to end. This means originating ideas based on your intuition, talking to users, and understanding our strategy and goals. It means testing MVPs in production with real users. It means iterating on their feedback , owning pricing, and ensuring the ongoing success of your work. Collaborating with design (when necessary). Product engineers at PostHog are full stack, so we expect you to ship and own the basic UX of your work using our design system . From there, it's up to you to decide when to collaborate with our design team to iterate and polish the experience. Talking to users. Good product engineers read feedback from users and iterate quickly. Great product engineers have users they're friendly with, talk with them frequently, bounce ideas off them, and iterate with them when they ship new things. Doing support. Every week, one person in each engineering team is designated the Support hero . Their job is to investigate and resolve issues reported by customers for their product. Giving users support from real engineers, and shipping fixes and improvements in real-time, is one of the best ways to spark joy in users. This role will also include some on-call time , too. Writing docs. We have a content team that will collaborate with you on reviewing, polishing, and improving your documentation, but the best person to document a new feature is the person who built it. Requirements Full-stack experience with relevant technologies – e.g. Python or similar, React or similar, something to do with big data is a bonus. Experience taking a project from 0 to 1. You might have led a project, been a founder previously, or built an impressive side project. Strong writing skills. We document everything , most of it publicly. The ability to communicate your ideas and make persuasive arguments is essential. Nice to have Have worked at a high-growth SaaS company before. Extensive knowledge of Django and/or TypeScript-based React. Experience building AI-native products, or integrating AI into existing software. If you have a disability, please let us know if there's any way we can make the interview process better for you - we're happy to accommodate! Please mention the word ENTICE when applying to show you read the job post completely (#RODQuMjI2LjEyNC4yMTU=). This is a feature to avoid fake spam applicants. Companies can search these words to find applicants that read this and instantly see they're human. Salary and compensation $120,000 — $260,000/year Benefits 💰 401(k) 🌎 Distributed team ⏰ Async 🤓 Vision insurance 🦷 Dental insurance 🚑 Medical insurance 🏖 Unlimited vacation 🏖 Paid time off 💰 401k matching 🏔 Company retreats 🏬 Coworking budget 📚 Learning budget 🖥 Home office budget 💰 Equity compensation ⬜️ No whiteboard interview 👀 No monitoring system 🚫 No politics at work"
https://remoteok.com/remote-jobs/remote-c-net-developer-aexgroup-1128982,C# .Net developer,AEXGroup,Backend,"AEXGroup aexgroup.net Apply now Share this job: AEXGroup is hiring a Remote C# .Net developer About the Role We are seeking a skilled C# Developer with strong experience in JSON data handling and database integration . The ideal candidate will work closely with our engineering and product teams to design, develop, and maintain high-performance applications that interact with various data sources and APIs. Experience with .NET or Transportation Management Systems (TMS) is a strong plus. Key Responsibilities Design, implement, and maintain software solutions using C# . Work with JSON data for configuration, serialization, and data exchange. Develop and optimize database queries (SQL or NoSQL) for data-driven applications. Collaborate with other developers to integrate application components and APIs. Write clean, efficient, and maintainable code following best practices. Participate in code reviews, debugging, and performance tuning. Assist in integrating systems with TMS platforms . Required Qualifications Bachelor’s degree in computer science, Software Engineering, or related field (or equivalent experience). 3+ years of hands-on experience in C# development. Strong understanding of JSON parsing, serialization, and data structures. Solid experience working with relational databases (MySQL, PostgreSQL, SQL Server, etc.). Proficiency in writing and optimizing SQL queries . Experience with software version control (Git). Strong problem-solving skills and attention to detail. Preferred / Nice-to-Have Skills Familiarity with Transportation Management Systems (TMS) . Exposure to RESTful APIs . Knowledge of Linux/Windows build environments . Please mention the word ASTOUNDING when applying to show you read the job post completely (#RMTc4LjE5Ny4yMTAuNjQ=). This is a feature to avoid fake spam applicants. Companies can search these words to find applicants that read this and instantly see they're human. Salary and compensation $200,000 — $310,000/year"
https://remoteok.com/remote-jobs/remote-software-engineering-internship-summer-2026-opensesame-1129018,Software Engineering Internship Summer 2026,OpenSesame,"Software, SaaS, Students, Content, Engineering, Internship","OpenSesame Apply now Share this job: Get a rok.co short link OpenSesame is hiring a Remote Software Engineering Internship Summer 2026 About OpenSesame OpenSesame is transforming workforce development with an AI-powered marketplace of 60,000+ skill-building courses and learning pathways. We help organizations build skills and stay compliant through a high-quality content catalog, seamless LMS/LXP integrations, and advanced capabilities like skills-based curation and multilingual content creation. More than 2,000 companies, including 150+ of the Global 2000, rely on OpenSesame to develop the world’s most productive and admired workforces. Learn more: www.opensesame.com/about Internship Overview OpenSesame seeks passionate, driven students to join our paid summer internship program and gain hands-on experience in a fast-growing, remote-first B2B SaaS company developing AI-powered products that help organizations upskill their people, transform performance, and fuel long-term growth. As an Engineering Intern at OpenSesame, you’ll dive into real-world software development alongside experienced engineers who practice Extreme Programming (XP) — a collaborative, iterative approach that emphasizes continuous learning, feedback, and high-quality code. You’ll gain hands-on experience with modern technologies and development practices, contributing directly to the tools and products that power our platform. From pair programming and improving CI/CD pipelines to exploring how AI can enhance user experiences, you’ll work on projects that make a real impact. You’ll collaborate across engineering, DevOps, and data teams to solve meaningful challenges—learning how a modern SaaS company builds, tests, and scales software that reaches learners worldwide. About the Team Our engineers—spanning software developm Location Remote"
https://remoteok.com/remote-jobs/remote-it-specialist-circle-so-1129017,IT Specialist,Circle.so,"Security, Support, Finance, Operations, Non Tech","Circle.so Apply now Share this job: Get a rok.co short link Circle.so is hiring a Remote IT Specialist About Us Circle is building the world’s leading all-in-one platform for online communities. We make it possible for creators, coaches, educators, and businesses to bring together their audience with engaging discussions, live streams, events, chat, courses, and payments — all in one place, all under their own brand. We’re proud to be a fully remote company of around 200 (and growing!) team members from 30+ countries around the world. We seek exceptional individuals around the world, set them up to do the best work of their lives, and in turn, create a meaningful impact in their own lives. We don't track hours, but we do manage for high expectations very closely. We collaborate across time zones, are highly async, and like to document a lot. Twice a year, we bring the whole company together in beautiful places around the world for our company offsites. So far, we’ve hosted offsites in Turkey, Portugal, Mexico, Thailand, Colombia, Italy, Ireland, and more, with still more to come! Check out our Careers page for more about working at Circle. About the role As Circle’s IT Specialist, you will play a hands-on role in managing daily IT operations and supporting our growing team. Reporting to the Finance team, this role ensures all employees have the tools, access, and support they need to work securely and efficiently. You’ll be responsible for provisioning and maintaining employee hardware and systems, troubleshooting day-to-day issues, administering key IT tools (e.g., Google Workspace, Okta, Slack), and assisting with compliance and documentation tasks. This role is highly collaborative, supporting HR, Finance, and Security to maintain a reliable, compliant, and scalable IT environment. What you’ll be doing IT Operations & Support Provision and de-provision user accounts, permissions, and hardware (e Benefits ⏰ Async Location Remote"
https://remoteok.com/remote-jobs/remote-devops-engineer-happyco-1129015,DevOps Engineer,HappyCo,"Design, Security, Developer, DevOps, Cloud, PostgreSQL, Mobile, Management, Operations, Reliability, Golang, Engineer, Engineering, Recruitment, Linux, Educational, Backend","HappyCo Apply now Share this job: Get a rok.co short link HappyCo is hiring a Remote DevOps Engineer HappyCo is a company where people can grow their careers and work with like minded people, with no egos or politics. HappyCo is values driven and offers a flexible, supportive culture. Join HappyCo and Make Work Happy! At HappyCo, we build technology that empowers property managers, owners, and teams to deliver better experiences for their residents and customers. As an AI-powered company, we’re constantly innovating, and our infrastructure is the backbone that makes it all possible. As a DevOps Engineer, you’ll play a vital role in shaping and scaling the systems that keep our products reliable, secure, and performant. Our DevOps team works hand-in-hand with developers, equipping them with the tools, automation, and guidance they need to follow best practices and ship with confidence. A key focus for us is improving the developer experience - making it easier and faster for our engineers to deliver great products. You’ll be part of a collaborative engineering culture where your ideas matter, and where automation, observability, and security are at the core of how we work. You’ll partner across the organization to design and maintain world-class infrastructure, build robust deployment pipelines, and enable teams to deliver value faster. This is a hands-on role where your expertise in infrastructure, CI/CD, and cloud-native tooling will have a direct and visible impact on our ability to serve customers. If you love tackling complex infrastructure challenges, automating everything you can, and building systems that scale gracefully, you’ll thrive here. What to Expect in Your First Months First 30 days: Learn our infrastructure, CI/CD workflows, and deployment processes. Actively contribute to smaller tasks while you gain familiarity with GCP, GKE, and ArgoCD environments. 60 days: Begin owning small improvements in Terraform, Spacelift, and GitLab pipelines. Troubleshoot issues in staging environments and contribute to deployment reliability. 90 days: Take ownership of significant pieces of infrastructure or CI/CD workflows. Proactively suggest and implement improvements to scalability, security, and observability across systems. What We’re Looking For Proven experience in DevOps, Site Reliability Engineering, or Infrastructure Engineering. Strong background with Terraform and infrastructure-as-code practices. Experience with CI/CD systems (we use GitLab CI/CD and Spacelift). Experience with Bazel for build processes. Hands-on experience with ArgoCD for GitOps-based deployments. Solid understanding of GCP, GKE, container orchestration, and Linux systems. Strong troubleshooting skills and ability to diagnose issues across infrastructure and application layers. Passionate about improving our developer experience with better tools and automation. Strong communication skills and a collaborative mindset. Ability to thrive in a fast-paced, distributed environment spanning multiple time zones (US and AUS), requiring effective asynchronous communication. Nice to Have Experience designing and maintaining observability stacks to monitor distributed systems. Hands-on experience with tools such as Prometheus, Grafana, Honeycomb, and Sentry. Familiarity with security best practices, particularly in SOC 2–compliant environments. Knowledge of secrets management, identity/access control, and audit logging. Exposure to security tooling such as vulnerability scanners, runtime security platforms, or compliance automation. Experience with PostgreSQL administration and performance tuning in production environments. Familiarity with backend development in GoLang or Ruby. Experience building self-service tooling for developers. Exposure to multi-cloud or hybrid cloud environments. About HappyCo Founded in 2011, HappyCo (happy.co) builds mobile and cloud solutions to enable real-time property data. Our flagship product suite 'Happy Property’ has more than 5 million units on its platform. We’re everyday people with a shared purpose — improving the lives of others. Our team is made up of thinkers, talkers, planners, makers, builders and everything in between. Together, we’re turning our passions into happier communities! When customers use our software, their communities get stronger. Our tools empower everyone in multifamily property management to improve their operations and maximize returns, which means they’re building better experiences for their residents. Learn more about our Product Vision here! Our HappyCo Culture & Values HappyCo strives to build better communities. So naturally, we are dedicated to making our own community an enjoyable place that lets us do our best work. We’re devoted to building an inclusive, supportive culture that empowers each HappyCo’er to succeed and grow. To learn more about our culture, check out our Glassdoor page and our careers page! HappyCo’s culture is driven by our core values of Make Happiness, Better Together, Get Good Sh*t Done, Customer Obsessed and Kaizen - sounds great, right, but what does this mean for you? We believe in supporting people to do their best work and thrive, and building a diverse, equitable, and inclusive company is core to our mission. Our goal is to ensure that HappyCo upholds an inclusive environment where all people feel that they are equally respected and valued, whether they are applying for an open position or working at the company. We welcome applicants of any educational background, gender identity and expression, sexual orientation, religion, ethnicity, age, citizenship, socioeconomic status, disability, and veteran status. HappyCo is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. A note to Recruitment Agencies: Please don’t reach out to us about our roles -- we’ve got it covered. We don’t accept unsolicited agency resumes and HappyCo is not responsible for any fees related to unsolicited resumes Benefits ⏰ Async Location Canada"
